epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
86,53042.7,0.40565,0.62185,0.43535,0.91839,0.87924,0.78632,0.85761,0.79359,0.89046,0.78507,0.85567,0.74291,0.3098,0.64559,0.40327,0.86937,0.00789625,0.00789625,0.00789625
87,53659.1,0.40489,0.63112,0.427,0.91703,0.87742,0.78913,0.85872,0.79363,0.88352,0.78672,0.85527,0.7415,0.3082,0.64492,0.4041,0.8688,0.0078715,0.0078715,0.0078715
88,54275.8,0.40496,0.63228,0.42384,0.916,0.88234,0.78713,0.85903,0.7945,0.8852,0.78632,0.85575,0.74428,0.30817,0.64411,0.40283,0.86955,0.00784675,0.00784675,0.00784675
89,54892.7,0.40488,0.62296,0.42775,0.91669,0.87971,0.78663,0.8597,0.79557,0.88989,0.78538,0.8578,0.7454,0.30671,0.64154,0.40033,0.86891,0.007822,0.007822,0.007822
90,55509.7,0.40098,0.61717,0.42288,0.91355,0.88374,0.78757,0.86093,0.7964,0.88853,0.78788,0.85746,0.7465,0.30749,0.63946,0.39693,0.87021,0.00779725,0.00779725,0.00779725
91,56127.3,0.40211,0.61185,0.42075,0.91514,0.88078,0.791,0.86058,0.79706,0.88674,0.79132,0.85755,0.7477,0.30704,0.63665,0.39631,0.8688,0.0077725,0.0077725,0.0077725
92,56745,0.40432,0.61625,0.41836,0.9139,0.87394,0.79725,0.86148,0.79801,0.88011,0.79694,0.85763,0.74889,0.30573,0.63941,0.39618,0.8674,0.00774775,0.00774775,0.00774775
93,57362.1,0.40002,0.62001,0.41653,0.91682,0.87651,0.79826,0.86198,0.79859,0.88271,0.79469,0.85824,0.75006,0.30418,0.64087,0.39413,0.86622,0.007723,0.007723,0.007723
94,57979.3,0.39784,0.60077,0.41697,0.91099,0.87531,0.79788,0.86156,0.7995,0.88609,0.79163,0.85765,0.75031,0.30413,0.64205,0.39396,0.86589,0.00769825,0.00769825,0.00769825
95,58596.3,0.397,0.60788,0.41265,0.91007,0.87723,0.79413,0.86138,0.7991,0.8855,0.791,0.85768,0.75052,0.30401,0.64375,0.39384,0.86665,0.0076735,0.0076735,0.0076735
